"Date","AAPL","MSFT","JPM","JNJ","XOM","UPS","HD","PG","BAC","NVDA","AVGO","CAKE","WMT","DIS","NFLX","AMZN","GS","PFE","CVX","TSLA"
"2023-10-12",178.616714477539,324.892517089844,138.830963134766,145.09245300293,97.7614974975586,135.20622253418,277.195892333984,134.430267333984,25.4356288909912,46.9147262573242,88.15087890625,27.3941287994385,51.6674957275391,82.409309387207,36.1199989318848,132.330001831055,292.517181396484,28.0751857757568,144.774276733398,258.869995117188
"2023-10-13",176.778244018555,321.527435302734,140.916137695312,145.575073242188,100.883407592773,134.94514465332,276.155303955078,135.715255737305,25.3032531738281,45.4316864013672,85.9685134887695,27.3846836090088,51.953540802002,82.409309387207,35.568000793457,129.789993286133,291.997924804688,27.384391784668,147.3154296875,251.119995117188
"2023-10-16",176.649719238281,326.344543457031,140.773330688477,146.206192016602,100.956855773926,136.311294555664,281.273132324219,137.009674072266,25.5207328796387,46.0652847290039,87.8559341430664,28.404878616333,52.4021110534668,83.7380218505859,36.0820007324219,132.550003051758,296.803192138672,28.3736743927002,148.518676757812,253.919998168945
"2023-10-17",175.097915649414,325.775512695312,140.468627929688,144.869705200195,102.279075622559,136.772491455078,279.958251953125,137.187866210938,26.1164360046387,43.9096794128418,86.087272644043,29.6612281799316,52.4703750610352,84.2167358398438,35.5719985961914,131.470001220703,292.054595947266,27.9302043914795,150.485153198242,254.850006103516
"2023-10-18",173.803085327148,323.862365722656,138.926177978516,141.751220703125,103.711479187012,133.848739624023,274.566040039062,140.724044799805,25.8233089447021,42.1688003540039,86.3432922363281,29.2267036437988,52.5093879699707,82.7317123413086,34.6189994812012,128.130004882812,285.068511962891,26.7874088287354,151.679412841797,242.679992675781
"2023-10-19",173.427520751953,325.049530029297,138.335861206055,141.370697021484,103.775749206543,132.317230224609,271.283447265625,139.932113647461,25.4923610687256,42.0738639831543,84.4743499755859,29.3022708892822,52.259090423584,81.3346176147461,40.1769981384277,128.399993896484,282.453460693359,26.5997848510742,151.841018676758,220.110000610352
"2023-10-20",170.877395629883,320.487548828125,136.107864379883,142.001815795898,101.994430541992,132.230224609375,270.942810058594,139.743347167969,24.8777484893799,41.3603172302246,83.0921325683594,29.1039028167725,51.6057281494141,80.7484283447266,40.0960006713867,125.169998168945,283.265380859375,26.1392574310303,149.802703857422,211.990005493164
"2023-10-23",170.995986938477,323.087371826172,134.251174926758,140.507568359375,100.497756958008,128.923599243164,269.675262451172,139.837707519531,24.1780319213867,42.9472923278809,83.9282760620117,28.7260513305664,52.3371086120605,81.1880722045898,40.6839981079102,126.559997558594,282.481781005859,26.3012962341309,144.280410766602,212.080001831055
"2023-10-24",171.430892944336,324.274444580078,134.413055419922,140.35905456543,99.5244522094727,129.932983398438,268.010284423828,141.489501953125,24.0834770202637,43.6348533630371,85.7670211791992,28.6788215637207,53.0652313232422,80.6604995727539,41.3730010986328,128.559997558594,282.444061279297,25.9516334533691,140.661727905273,216.520004272461
"2023-10-25",169.118026733398,334.222595214844,133.679885864258,140.67463684082,99.7080993652344,127.853294372559,265.7587890625,142.150268554688,24.1591205596924,41.7520713806152,82.7027587890625,28.7354965209961,52.9059524536133,78.7358169555664,41.125,121.389999389648,280.159454345703,26.2074871063232,139.961334228516,212.419998168945
"2023-10-26",164.956787109375,321.684448242188,134.022674560547,138.289367675781,98.799072265625,120.265472412109,262.986999511719,141.395156860352,24.6980934143066,40.3000030517578,80.4756393432617,28.404878616333,52.5841407775879,77.944450378418,40.3540000915527,119.569999694824,280.376556396484,26.5742053985596,138.955627441406,205.759994506836
"2023-10-27",166.271377563477,323.568084716797,129.195327758789,135.133758544922,96.916748046875,117.324317932129,261.530181884766,138.903289794922,23.7998085021973,40.4738922119141,81.6057434082031,28.2726306915283,52.3891105651855,77.5048065185547,39.7869987487793,127.73999786377,273.692626953125,25.678731918335,129.617111206055,207.300003051758
"2023-10-30",168.3173828125,330.926116943359,130.842529296875,136.460968017578,97.2197570800781,120.761459350586,266.279144287109,140.885452270508,24.2915000915527,41.1344680786133,81.8870544433594,28.9055309295654,52.9904670715332,78.8237380981445,41.007999420166,132.710006713867,284.001770019531,26.0539741516113,131.179504394531,197.360000610352
"2023-10-31",168.791839599609,331.7109375,132.404037475586,137.676818847656,97.1921997070312,122.910774230957,269.315765380859,141.612243652344,24.9061126708984,40.7537117004395,81.8987503051758,29.3495044708252,53.1172409057617,79.7128143310547,41.1689987182617,133.089996337891,286.626281738281,26.0625038146973,130.856262207031,200.839996337891
"2023-11-01",171.954742431641,339.520355224609,132.289794921875,138.001647949219,96.999382019043,121.649032592773,271.151000976562,141.215805053711,24.9628486633301,42.297721862793,83.0249481201172,29.1511325836182,53.5918159484863,79.2047729492188,42.0190010070801,137,289.977630615234,26.0198593139648,129.284866333008,205.660003662109
"2023-11-02",175.513061523438,341.727752685547,134.651062011719,139.440231323242,100.185569763184,123.5546875,278.624328613281,142.943130493164,26.1164360046387,43.4779434204102,84.8121185302734,28.565465927124,53.8031044006348,81.3736953735352,42.4710006713867,138.070007324219,296.208465576172,26.0113353729248,133.576995849609,218.509994506836
"2023-11-03",174.603698730469,346.122985839844,136.15544128418,140.461166381836,98.9643402099609,124.311721801758,279.64599609375,141.649993896484,26.8728828430176,44.9759864807129,85.9198379516602,29.3684005737305,53.5235595703125,83.1127471923828,43.2360000610352,138.600006103516,309.293121337891,26.6594848632812,132.544403076172,219.960006713867
"2023-11-06",177.153839111328,349.782348632812,137.18376159668,140.795288085938,97.2105712890625,123.798324584961,278.662200927734,142.471176147461,26.787784576416,45.721508026123,85.7397689819336,29.1039028167725,53.5950698852539,82.0868988037109,43.4739990234375,139.740005493164,305.790679931641,26.5912590026855,131.996643066406,219.270004272461
"2023-11-07",179.713836669922,353.706634521484,137.117126464844,140.052795410156,95.6863327026367,123.432861328125,278.851348876953,142.140808105469,26.6270408630371,45.9253768920898,87.3935699462891,29.0472240447998,53.8453559875488,82.6437911987305,43.4609985351562,142.710006713867,305.828460693359,26.6509552001953,129.670974731445,222.179992675781
"2023-11-08",180.771423339844,356.326141357422,137.793121337891,139.542327880859,94.5110397338867,123.519882202148,279.939300537109,141.593338012695,26.3717346191406,46.5439796447754,88.6891632080078,28.6788215637207,53.4065322875977,82.5558624267578,43.6650009155273,142.080001831055,306.404266357422,26.2842407226562,127.866119384766,222.110000610352
"2023-11-09",180.297012329102,353.863647460938,137.383712768555,136.82292175293,94.5385894775391,121.779556274414,272.323974609375,141.914291381836,26.0313339233398,46.9197273254395,88.7134857177734,28.9527626037598,53.2830123901367,88.2614898681641,43.5149993896484,140.600006103516,302.835754394531,25.6532821655273,127.453094482422,209.979995727539
"2023-11-10",184.483489990234,362.673675537109,139.421264648438,136.665145874023,95.2639617919922,121.585876464844,275.843170166016,142.914794921875,26.1731662750244,48.3038368225098,93.2047576904297,29.0472240447998,54.0208969116211,86.2391204833984,44.7239990234375,143.559997558594,307.301177978516,25.480411529541,128.359985351562,214.649993896484
"2023-11-13",182.899948120117,359.740295410156,138.80241394043,137.017852783203,96.2648086547852,121.638694763184,272.513214111328,143.905899047852,26.192081451416,48.5886535644531,92.1739273071289,29.6517810821533,54.5052185058594,87.382194519043,44.4620018005371,142.589996337891,308.622863769531,25.0482501983643,129.302825927734,223.710006713867
"2023-11-14",185.512802124023,363.262329101562,141.335067749023,137.045684814453,96.6354751586914,126.040466308594,287.232940673828,143.584945678711,27.6293354034424,49.6239852905273,94.7076644897461,31.0333766937256,54.4954681396484,88.9747009277344,44.8650016784668,145.800003051758,319.772216796875,25.2902603149414,130.245666503906,237.410003662109
"2023-11-15",186.076934814453,363.409790039062,142.572860717773,138.103744506836,96.0517044067383,129.561904907227,291.546630859375,142.924255371094,28.0075626373291,48.8564796447754,94.9451904296875,31.5288429260254,55.1878433227539,91.7688980102539,46.1940002441406,143.199996948242,318.714874267578,26.0940895080566,130.70361328125,242.839996337891
"2023-11-16",187.759475708008,369.799713134766,144.20100402832,139.310287475586,94.9397735595703,129.332992553711,289.891204833984,144.255157470703,27.9319152832031,49.4481048583984,93.4023590087891,30.6427230834961,50.7215766906738,92.3355560302734,46.6949996948242,142.830001831055,317.836883544922,25.7310695648193,128.634872436523,233.589996337891
"2023-11-17",187.739669799805,363.586700439453,145.505432128906,139.022583007812,97.2562866210938,130.274978637695,290.676330566406,142.593887329102,28.3479614257812,49.2662239074707,95.1719970703125,31.0333766937256,50.4972953796387,91.9838409423828,46.5909996032715,145.179992675781,320.215942382812,25.8607196807861,131.075592041016,234.300003051758
"2023-11-20",189.481567382812,371.048187255859,145.952941894531,140.248168945312,96.8300552368164,131.674758911133,291.546630859375,141.838790893555,28.3763294219971,50.3765029907227,96.9221572875977,31.1858234405518,50.4810409545898,92.8435974121094,47.4469985961914,146.130004882812,320.46142578125,25.9125804901123,131.003021240234,235.600006103516
"2023-11-21",188.679901123047,366.752166748047,145.648254394531,141.380157470703,96.7929840087891,131.850814819336,288.850555419922,141.215805053711,28.0453834533691,49.9118003845215,95.5097503662109,30.680835723877,50.6630744934082,92.2769317626953,47.4949989318848,143.899993896484,316.231994628906,26.1891613006592,130.694519042969,241.199996948242
"2023-11-22",189.343017578125,371.451293945312,145.991027832031,141.099517822266,96.3760223388672,132.71354675293,292.502105712891,142.546691894531,28.0170154571533,48.6845893859863,94.6142272949219,31.1000728607178,50.2762603759766,92.8826675415039,47.7999992370605,146.710006713867,319.696716308594,26.2064514160156,130.957656860352,234.210006713867
"2023-11-24",188.016799926758,371.038391113281,146.190963745117,142.671234130859,96.8949127197266,133.840438842773,293.921203613281,142.886505126953,28.1115703582764,47.7451972961426,95.282958984375,30.9762020111084,50.728084564209,93.8498916625977,47.9560012817383,146.740005493164,320.178161621094,26.3620281219482,131.474853515625,235.449996948242
"2023-11-27",187.838638305664,372.198364257812,145.857711791992,141.529830932617,96.3296813964844,131.692352294922,294.129241943359,142.754364013672,27.9508285522461,48.2108917236328,92.4961242675781,30.9476222991943,50.9588737487793,92.9803695678711,47.9169998168945,147.729995727539,318.818695068359,26.0508728027344,130.984878540039,236.080001831055
"2023-11-28",188.442367553711,376.219116210938,146.190963745117,141.857299804688,96.2741012573242,132.704788208008,296.418579101562,143.74543762207,27.9224586486816,47.790168762207,92.1174697875977,30.709415435791,51.5667266845703,90.3718032836914,47.9000015258789,147.029998779297,318.762054443359,25.661922454834,132.0283203125,246.720001220703
"2023-11-29",187.422973632812,372.434326171875,146.933639526367,142.306350708008,94.8285980224609,134.069320678711,296.199493408203,142.650512695312,28.6599979400635,48.1089706420898,91.5801544189453,30.3663997650146,50.7345886230469,90.3718032836914,47.7190017700195,146.320007324219,323.863800048828,25.9990119934082,130.576583862305,244.139999389648
"2023-11-30",187.996963500977,372.493347167969,148.609405517578,144.692016601562,95.1992263793945,133.470657348633,298.551788330078,144.90641784668,29.060302734375,46.7398490905762,90.1103210449219,29.8709354400635,50.6078071594238,90.5574264526367,47.3969993591309,146.089996337891,325.082092285156,26.3360996246338,130.295288085938,240.080001831055
"2023-12-01",189.27375793457,368.167877197266,149.333023071289,148.172241210938,95.4308776855469,136.375839233398,304.389678955078,144.094650268555,29.508264541626,46.7348480224609,90.5259552001953,31.3382778167725,50.1689872741699,90.4499588012695,46.5740013122559,147.029998779297,331.64013671875,24.9877471923828,131.393173217773,238.830001831055
"2023-12-04",187.482345581055,362.888763427734,150.428009033203,148.640029907227,94.9119873046875,137.265014648438,308.580017089844,143.528335571289,29.3748302459717,45.4806594848633,89.9390182495117,31.452615737915,50.1559906005859,89.8930740356445,45.3899993896484,144.839996337891,332.553863525391,25.3075466156006,131.447631835938,235.580001831055
"2023-12-05",191.431304931641,366.211486816406,150.408935546875,148.331283569336,93.0680465698242,135.715591430664,308.084808349609,138.525680541992,29.1460838317871,46.5400772094727,88.8828659057617,30.7284736633301,50.6208114624023,88.7011413574219,45.5149993896484,146.880004882812,325.281982421875,25.1433238983154,129.623840332031,238.720001220703
"2023-12-06",190.342636108398,362.554504394531,148.828384399414,146.525665283203,91.8356475830078,136.710372924805,310.570404052734,138.421859741211,29.0984306335449,45.4776611328125,87.9600830078125,31.6431789398193,50.071475982666,89.3947982788086,44.6730003356934,144.520004272461,325.491455078125,24.8840293884277,129.324432373047,239.369995117188
"2023-12-07",192.272567749023,364.668121337891,149.285430908203,145.384292602539,91.1963043212891,137.775619506836,310.627624511719,138.280303955078,29.2223320007324,46.5700569152832,89.7725524902344,32.2148704528809,49.741943359375,90.2252426147461,45.2000007629395,146.880004882812,328.013702392578,24.7457370758057,129.224624633789,242.639999389648
"2023-12-08",193.69775390625,367.892608642578,150.9326171875,144.467483520508,92.2433624267578,137.599533081055,310.913299560547,137.006042480469,29.508264541626,47.479549407959,91.9179153442383,31.7003536224365,49.2199325561523,90.9799880981445,45.3759994506836,147.419998168945,333.924438476562,24.8753833770752,130.939514160156,243.839996337891
"2023-12-11",191.193801879883,365.012145996094,151.484848022461,145.066223144531,92.3082275390625,137.141754150391,315.541656494141,137.638442993164,29.4034233093262,46.6010398864746,100.185966491699,31.776575088501,49.3439025878906,90.3722763061523,45.9889984130859,145.889999389648,334.809631347656,24.7543754577637,130.975799560547,239.740005493164
"2023-12-12",192.708084106445,368.0400390625,152.836883544922,145.075592041016,90.8534622192383,136.780807495117,317.322601318359,137.751708984375,29.2985820770264,47.6304626464844,104.375450134277,31.271577835083,49.383056640625,89.2646789550781,46.2999992370605,147.479995727539,335.61865234375,24.7025165557861,129.297210693359,237.009994506836
"2023-12-13",195.924652099609,368.030181884766,153.351028442383,145.749176025391,91.6595916748047,138.435882568359,327.036560058594,140.243606567383,30.5376224517822,48.0612297058105,106.070152282715,31.8528003692627,50.2607040405273,90.9897918701172,47.9980010986328,148.839996337891,345.251037597656,23.043004989624,131.211730957031,239.289993286133
"2023-12-14",196.073089599609,359.733123779297,156.140808105469,146.759567260742,94.1243667602539,142.934509277344,335.045837402344,136.543548583984,32.3485298156738,48.3230819702148,107.705451965332,32.7389259338379,49.647331237793,92.0777816772461,46.9830017089844,147.419998168945,364.991577148438,22.5849113464355,136.038818359375,251.050003051758
"2023-12-15",195.538650512695,364.451782226562,157.321441650391,145.159790039062,93.494270324707,143.445114135742,337.131500244141,135.882827758789,32.024471282959,48.8627738952637,109.968597412109,32.4721336364746,49.8332977294922,91.607292175293,47.2060012817383,149.970001220703,362.174285888672,23.0170764923096,135.512557983398,253.5
"2023-12-18",193.875915527344,366.339324951172,158.27360534668,145.421737670898,94.1892318725586,142.239028930664,334.093475341797,137.968826293945,31.8624420166016,50.0491180419922,111.648681640625,32.5197830200195,50.5608596801758,91.0191955566406,48.6119995117188,154.070007324219,358.262268066406,23.3887405395508,135.811996459961,252.080001831055
"2023-12-19",194.915130615234,366.938995361328,160.387313842773,146.375991821289,95.4308776855469,142.283020019531,335.293426513672,137.968826293945,31.9386920928955,49.5763740539551,111.436492919922,33.5297660827637,50.7435760498047,92.067985534668,49.5019989013672,153.789993286133,364.020751953125,24.3394985198975,137.590393066406,257.220001220703
"2023-12-20",192.826812744141,364.343688964844,158.57829284668,143.391586303711,93.8371200561523,138.180587768555,332.045928955078,135.83561706543,31.4335460662842,48.0842094421387,108.581100463867,33.0628852844238,50.1497764587402,89.4607086181641,48.9269981384277,152.119995117188,359.328338623047,23.8814067840576,136.329177856445,247.139999389648
"2023-12-21",192.678344726562,367.214233398438,159.482788085938,144.860366821289,94.2633666992188,138.356628417969,332.341156005859,136.165985107422,31.6432304382324,48.9627227783203,110.234680175781,33.8251419067383,50.5053939819336,90.1958465576172,49.1609992980957,153.839996337891,362.231414794922,24.4691486358643,136.746536254883,254.5
"2023-12-22",191.609466552734,368.236633300781,159.387573242188,145.440460205078,94.4301528930664,139.316253662109,331.979217529297,137.12873840332,31.8624420166016,48.8028144836426,109.715431213379,34.0442886352539,51.1089820861816,89.2156600952148,48.6759986877441,153.419998168945,362.307464599609,24.5469398498535,137.055053710938,252.539993286133
